parent_notice,ark_periodique,ark,numero,gallica_url,text_brut,ark,date
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t5377721f,10 février 1912,https://gallica.bnf.fr/ark:/12148/bd6t5377721f,https://gallica.bnf.fr/ark:/12148/bd6t5377721f.texteBrut,ark:/12148/bd6t5377721f,1912-02-10
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t541985296,10 février 1912,https://gallica.bnf.fr/ark:/12148/bd6t541985296,https://gallica.bnf.fr/ark:/12148/bd6t541985296.texteBrut,ark:/12148/bd6t541985296,1912-02-10
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t5377722t,17 février 1912,https://gallica.bnf.fr/ark:/12148/bd6t5377722t,https://gallica.bnf.fr/ark:/12148/bd6t5377722t.texteBrut,ark:/12148/bd6t5377722t,1912-02-17
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t53777236,24 février 1912,https://gallica.bnf.fr/ark:/12148/bd6t53777236,https://gallica.bnf.fr/ark:/12148/bd6t53777236.texteBrut,ark:/12148/bd6t53777236,1912-02-24
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t54198488q,24 février 1912,https://gallica.bnf.fr/ark:/12148/bd6t54198488q,https://gallica.bnf.fr/ark:/12148/bd6t54198488q.texteBrut,ark:/12148/bd6t54198488q,1912-02-24
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t5379889d,02 mars 1912,https://gallica.bnf.fr/ark:/12148/bd6t5379889d,https://gallica.bnf.fr/ark:/12148/bd6t5379889d.texteBrut,ark:/12148/bd6t5379889d,1912-03-02
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t5379890b,09 mars 1912,https://gallica.bnf.fr/ark:/12148/bd6t5379890b,https://gallica.bnf.fr/ark:/12148/bd6t5379890b.texteBrut,ark:/12148/bd6t5379890b,1912-03-09
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t5379891q,16 mars 1912,https://gallica.bnf.fr/ark:/12148/bd6t5379891q,https://gallica.bnf.fr/ark:/12148/bd6t5379891q.texteBrut,ark:/12148/bd6t5379891q,1912-03-16
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t53798923,23 mars 1912,https://gallica.bnf.fr/ark:/12148/bd6t53798923,https://gallica.bnf.fr/ark:/12148/bd6t53798923.texteBrut,ark:/12148/bd6t53798923,1912-03-23
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t5379893g,30 mars 1912,https://gallica.bnf.fr/ark:/12148/bd6t5379893g,https://gallica.bnf.fr/ark:/12148/bd6t5379893g.texteBrut,ark:/12148/bd6t5379893g,1912-03-30
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t5379894v,06 avril 1912,https://gallica.bnf.fr/ark:/12148/bd6t5379894v,https://gallica.bnf.fr/ark:/12148/bd6t5379894v.texteBrut,ark:/12148/bd6t5379894v,1912-04-06
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t53798957,13 avril 1912,https://gallica.bnf.fr/ark:/12148/bd6t53798957,https://gallica.bnf.fr/ark:/12148/bd6t53798957.texteBrut,ark:/12148/bd6t53798957,1912-04-13
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t5379896m,20 avril 1912,https://gallica.bnf.fr/ark:/12148/bd6t5379896m,https://gallica.bnf.fr/ark:/12148/bd6t5379896m.texteBrut,ark:/12148/bd6t5379896m,1912-04-20
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t53798970,27 avril 1912,https://gallica.bnf.fr/ark:/12148/bd6t53798970,https://gallica.bnf.fr/ark:/12148/bd6t53798970.texteBrut,ark:/12148/bd6t53798970,1912-04-27
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t53743794,04 mai 1912,https://gallica.bnf.fr/ark:/12148/bd6t53743794,https://gallica.bnf.fr/ark:/12148/bd6t53743794.texteBrut,ark:/12148/bd6t53743794,1912-05-04
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t53743802,11 mai 1912,https://gallica.bnf.fr/ark:/12148/bd6t53743802,https://gallica.bnf.fr/ark:/12148/bd6t53743802.texteBrut,ark:/12148/bd6t53743802,1912-05-11
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t5374381f,18 mai 1912,https://gallica.bnf.fr/ark:/12148/bd6t5374381f,https://gallica.bnf.fr/ark:/12148/bd6t5374381f.texteBrut,ark:/12148/bd6t5374381f,1912-05-18
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t5374382t,25 mai 1912,https://gallica.bnf.fr/ark:/12148/bd6t5374382t,https://gallica.bnf.fr/ark:/12148/bd6t5374382t.texteBrut,ark:/12148/bd6t5374382t,1912-05-25
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t53743836,01 juin 1912,https://gallica.bnf.fr/ark:/12148/bd6t53743836,https://gallica.bnf.fr/ark:/12148/bd6t53743836.texteBrut,ark:/12148/bd6t53743836,1912-06-01
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t5374384k,08 juin 1912,https://gallica.bnf.fr/ark:/12148/bd6t5374384k,https://gallica.bnf.fr/ark:/12148/bd6t5374384k.texteBrut,ark:/12148/bd6t5374384k,1912-06-08
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t5374385z,15 juin 1912,https://gallica.bnf.fr/ark:/12148/bd6t5374385z,https://gallica.bnf.fr/ark:/12148/bd6t5374385z.texteBrut,ark:/12148/bd6t5374385z,1912-06-15
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t5374386b,22 juin 1912,https://gallica.bnf.fr/ark:/12148/bd6t5374386b,https://gallica.bnf.fr/ark:/12148/bd6t5374386b.texteBrut,ark:/12148/bd6t5374386b,1912-06-22
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t5374387q,29 juin 1912,https://gallica.bnf.fr/ark:/12148/bd6t5374387q,https://gallica.bnf.fr/ark:/12148/bd6t5374387q.texteBrut,ark:/12148/bd6t5374387q,1912-06-29
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t5371647f,06 juillet 1912,https://gallica.bnf.fr/ark:/12148/bd6t5371647f,https://gallica.bnf.fr/ark:/12148/bd6t5371647f.texteBrut,ark:/12148/bd6t5371647f,1912-07-06
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t5371648t,13 juillet 1912,https://gallica.bnf.fr/ark:/12148/bd6t5371648t,https://gallica.bnf.fr/ark:/12148/bd6t5371648t.texteBrut,ark:/12148/bd6t5371648t,1912-07-13
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t53716496,20 juillet 1912,https://gallica.bnf.fr/ark:/12148/bd6t53716496,https://gallica.bnf.fr/ark:/12148/bd6t53716496.texteBrut,ark:/12148/bd6t53716496,1912-07-20
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t53716504,27 juillet 1912,https://gallica.bnf.fr/ark:/12148/bd6t53716504,https://gallica.bnf.fr/ark:/12148/bd6t53716504.texteBrut,ark:/12148/bd6t53716504,1912-07-27
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t5371651h,03 août 1912,https://gallica.bnf.fr/ark:/12148/bd6t5371651h,https://gallica.bnf.fr/ark:/12148/bd6t5371651h.texteBrut,ark:/12148/bd6t5371651h,1912-08-03
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t5371652w,10 août 1912,https://gallica.bnf.fr/ark:/12148/bd6t5371652w,https://gallica.bnf.fr/ark:/12148/bd6t5371652w.texteBrut,ark:/12148/bd6t5371652w,1912-08-10
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t53716538,17 août 1912,https://gallica.bnf.fr/ark:/12148/bd6t53716538,https://gallica.bnf.fr/ark:/12148/bd6t53716538.texteBrut,ark:/12148/bd6t53716538,1912-08-17
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t5371654n,24 août 1912,https://gallica.bnf.fr/ark:/12148/bd6t5371654n,https://gallica.bnf.fr/ark:/12148/bd6t5371654n.texteBrut,ark:/12148/bd6t5371654n,1912-08-24
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t53716551,31 août 1912,https://gallica.bnf.fr/ark:/12148/bd6t53716551,https://gallica.bnf.fr/ark:/12148/bd6t53716551.texteBrut,ark:/12148/bd6t53716551,1912-08-31
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t5372954v,07 septembre 1912,https://gallica.bnf.fr/ark:/12148/bd6t5372954v,https://gallica.bnf.fr/ark:/12148/bd6t5372954v.texteBrut,ark:/12148/bd6t5372954v,1912-09-07
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t53729557,14 septembre 1912,https://gallica.bnf.fr/ark:/12148/bd6t53729557,https://gallica.bnf.fr/ark:/12148/bd6t53729557.texteBrut,ark:/12148/bd6t53729557,1912-09-14
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t5372956m,21 septembre 1912,https://gallica.bnf.fr/ark:/12148/bd6t5372956m,https://gallica.bnf.fr/ark:/12148/bd6t5372956m.texteBrut,ark:/12148/bd6t5372956m,1912-09-21
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t53729570,28 septembre 1912,https://gallica.bnf.fr/ark:/12148/bd6t53729570,https://gallica.bnf.fr/ark:/12148/bd6t53729570.texteBrut,ark:/12148/bd6t53729570,1912-09-28
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t5372958c,05 octobre 1912,https://gallica.bnf.fr/ark:/12148/bd6t5372958c,https://gallica.bnf.fr/ark:/12148/bd6t5372958c.texteBrut,ark:/12148/bd6t5372958c,1912-10-05
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t5372959r,12 octobre 1912,https://gallica.bnf.fr/ark:/12148/bd6t5372959r,https://gallica.bnf.fr/ark:/12148/bd6t5372959r.texteBrut,ark:/12148/bd6t5372959r,1912-10-12
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t5372960p,19 octobre 1912,https://gallica.bnf.fr/ark:/12148/bd6t5372960p,https://gallica.bnf.fr/ark:/12148/bd6t5372960p.texteBrut,ark:/12148/bd6t5372960p,1912-10-19
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t53729612,26 octobre 1912,https://gallica.bnf.fr/ark:/12148/bd6t53729612,https://gallica.bnf.fr/ark:/12148/bd6t53729612.texteBrut,ark:/12148/bd6t53729612,1912-10-26
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t5377724k,02 novembre 1912,https://gallica.bnf.fr/ark:/12148/bd6t5377724k,https://gallica.bnf.fr/ark:/12148/bd6t5377724k.texteBrut,ark:/12148/bd6t5377724k,1912-11-02
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t5377725z,09 novembre 1912,https://gallica.bnf.fr/ark:/12148/bd6t5377725z,https://gallica.bnf.fr/ark:/12148/bd6t5377725z.texteBrut,ark:/12148/bd6t5377725z,1912-11-09
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t5377726b,16 novembre 1912,https://gallica.bnf.fr/ark:/12148/bd6t5377726b,https://gallica.bnf.fr/ark:/12148/bd6t5377726b.texteBrut,ark:/12148/bd6t5377726b,1912-11-16
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t5377727q,23 novembre 1912,https://gallica.bnf.fr/ark:/12148/bd6t5377727q,https://gallica.bnf.fr/ark:/12148/bd6t5377727q.texteBrut,ark:/12148/bd6t5377727q,1912-11-23
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t53777283,30 novembre 1912,https://gallica.bnf.fr/ark:/12148/bd6t53777283,https://gallica.bnf.fr/ark:/12148/bd6t53777283.texteBrut,ark:/12148/bd6t53777283,1912-11-30
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t5377729g,07 décembre 1912,https://gallica.bnf.fr/ark:/12148/bd6t5377729g,https://gallica.bnf.fr/ark:/12148/bd6t5377729g.texteBrut,ark:/12148/bd6t5377729g,1912-12-07
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t5377730d,14 décembre 1912,https://gallica.bnf.fr/ark:/12148/bd6t5377730d,https://gallica.bnf.fr/ark:/12148/bd6t5377730d.texteBrut,ark:/12148/bd6t5377730d,1912-12-14
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t5377731s,21 décembre 1912,https://gallica.bnf.fr/ark:/12148/bd6t5377731s,https://gallica.bnf.fr/ark:/12148/bd6t5377731s.texteBrut,ark:/12148/bd6t5377731s,1912-12-21
34348401,ark:/12148/cb32742299m/date,ark:/12148/bd6t53777325,28 décembre 1912,https://gallica.bnf.fr/ark:/12148/bd6t53777325,https://gallica.bnf.fr/ark:/12148/bd6t53777325.texteBrut,ark:/12148/bd6t53777325,1912-12-28
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t511741265,04 janvier 1939,https://gallica.bnf.fr/ark:/12148/bd6t511741265,https://gallica.bnf.fr/ark:/12148/bd6t511741265.texteBrut,ark:/12148/bd6t511741265,1939-01-04
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t51174127k,11 janvier 1939,https://gallica.bnf.fr/ark:/12148/bd6t51174127k,https://gallica.bnf.fr/ark:/12148/bd6t51174127k.texteBrut,ark:/12148/bd6t51174127k,1939-01-11
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t511741280,18 janvier 1939,https://gallica.bnf.fr/ark:/12148/bd6t511741280,https://gallica.bnf.fr/ark:/12148/bd6t511741280.texteBrut,ark:/12148/bd6t511741280,1939-01-18
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t51174129d,25 janvier 1939,https://gallica.bnf.fr/ark:/12148/bd6t51174129d,https://gallica.bnf.fr/ark:/12148/bd6t51174129d.texteBrut,ark:/12148/bd6t51174129d,1939-01-25
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t511741302,01 février 1939,https://gallica.bnf.fr/ark:/12148/bd6t511741302,https://gallica.bnf.fr/ark:/12148/bd6t511741302.texteBrut,ark:/12148/bd6t511741302,1939-02-01
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t51174131g,08 février 1939,https://gallica.bnf.fr/ark:/12148/bd6t51174131g,https://gallica.bnf.fr/ark:/12148/bd6t51174131g.texteBrut,ark:/12148/bd6t51174131g,1939-02-08
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t51174132w,15 février 1939,https://gallica.bnf.fr/ark:/12148/bd6t51174132w,https://gallica.bnf.fr/ark:/12148/bd6t51174132w.texteBrut,ark:/12148/bd6t51174132w,1939-02-15
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t511741339,22 février 1939,https://gallica.bnf.fr/ark:/12148/bd6t511741339,https://gallica.bnf.fr/ark:/12148/bd6t511741339.texteBrut,ark:/12148/bd6t511741339,1939-02-22
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t51174134q,01 mars 1939,https://gallica.bnf.fr/ark:/12148/bd6t51174134q,https://gallica.bnf.fr/ark:/12148/bd6t51174134q.texteBrut,ark:/12148/bd6t51174134q,1939-03-01
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t511741354,08 mars 1939,https://gallica.bnf.fr/ark:/12148/bd6t511741354,https://gallica.bnf.fr/ark:/12148/bd6t511741354.texteBrut,ark:/12148/bd6t511741354,1939-03-08
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t51174136j,15 mars 1939,https://gallica.bnf.fr/ark:/12148/bd6t51174136j,https://gallica.bnf.fr/ark:/12148/bd6t51174136j.texteBrut,ark:/12148/bd6t51174136j,1939-03-15
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t51174137z,22 mars 1939,https://gallica.bnf.fr/ark:/12148/bd6t51174137z,https://gallica.bnf.fr/ark:/12148/bd6t51174137z.texteBrut,ark:/12148/bd6t51174137z,1939-03-22
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t51174138c,29 mars 1939,https://gallica.bnf.fr/ark:/12148/bd6t51174138c,https://gallica.bnf.fr/ark:/12148/bd6t51174138c.texteBrut,ark:/12148/bd6t51174138c,1939-03-29
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t51174139s,05 avril 1939,https://gallica.bnf.fr/ark:/12148/bd6t51174139s,https://gallica.bnf.fr/ark:/12148/bd6t51174139s.texteBrut,ark:/12148/bd6t51174139s,1939-04-05
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t51174140f,12 avril 1939,https://gallica.bnf.fr/ark:/12148/bd6t51174140f,https://gallica.bnf.fr/ark:/12148/bd6t51174140f.texteBrut,ark:/12148/bd6t51174140f,1939-04-12
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t51174141v,19 avril 1939,https://gallica.bnf.fr/ark:/12148/bd6t51174141v,https://gallica.bnf.fr/ark:/12148/bd6t51174141v.texteBrut,ark:/12148/bd6t51174141v,1939-04-19
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t511741428,26 avril 1939,https://gallica.bnf.fr/ark:/12148/bd6t511741428,https://gallica.bnf.fr/ark:/12148/bd6t511741428.texteBrut,ark:/12148/bd6t511741428,1939-04-26
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t51174143p,03 mai 1939,https://gallica.bnf.fr/ark:/12148/bd6t51174143p,https://gallica.bnf.fr/ark:/12148/bd6t51174143p.texteBrut,ark:/12148/bd6t51174143p,1939-05-03
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t511741443,10 mai 1939,https://gallica.bnf.fr/ark:/12148/bd6t511741443,https://gallica.bnf.fr/ark:/12148/bd6t511741443.texteBrut,ark:/12148/bd6t511741443,1939-05-10
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t51174145h,17 mai 1939,https://gallica.bnf.fr/ark:/12148/bd6t51174145h,https://gallica.bnf.fr/ark:/12148/bd6t51174145h.texteBrut,ark:/12148/bd6t51174145h,1939-05-17
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t51174146x,24 mai 1939,https://gallica.bnf.fr/ark:/12148/bd6t51174146x,https://gallica.bnf.fr/ark:/12148/bd6t51174146x.texteBrut,ark:/12148/bd6t51174146x,1939-05-24
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t51174147b,31 mai 1939,https://gallica.bnf.fr/ark:/12148/bd6t51174147b,https://gallica.bnf.fr/ark:/12148/bd6t51174147b.texteBrut,ark:/12148/bd6t51174147b,1939-05-31
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t51174148r,07 juin 1939,https://gallica.bnf.fr/ark:/12148/bd6t51174148r,https://gallica.bnf.fr/ark:/12148/bd6t51174148r.texteBrut,ark:/12148/bd6t51174148r,1939-06-07
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t511741495,14 juin 1939,https://gallica.bnf.fr/ark:/12148/bd6t511741495,https://gallica.bnf.fr/ark:/12148/bd6t511741495.texteBrut,ark:/12148/bd6t511741495,1939-06-14
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t51174150t,21 juin 1939,https://gallica.bnf.fr/ark:/12148/bd6t51174150t,https://gallica.bnf.fr/ark:/12148/bd6t51174150t.texteBrut,ark:/12148/bd6t51174150t,1939-06-21
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t511741517,28 juin 1939,https://gallica.bnf.fr/ark:/12148/bd6t511741517,https://gallica.bnf.fr/ark:/12148/bd6t511741517.texteBrut,ark:/12148/bd6t511741517,1939-06-28
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t51174152n,05 juillet 1939,https://gallica.bnf.fr/ark:/12148/bd6t51174152n,https://gallica.bnf.fr/ark:/12148/bd6t51174152n.texteBrut,ark:/12148/bd6t51174152n,1939-07-05
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t511741532,12 juillet 1939,https://gallica.bnf.fr/ark:/12148/bd6t511741532,https://gallica.bnf.fr/ark:/12148/bd6t511741532.texteBrut,ark:/12148/bd6t511741532,1939-07-12
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t51174154g,19 juillet 1939,https://gallica.bnf.fr/ark:/12148/bd6t51174154g,https://gallica.bnf.fr/ark:/12148/bd6t51174154g.texteBrut,ark:/12148/bd6t51174154g,1939-07-19
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t51174155w,26 juillet 1939,https://gallica.bnf.fr/ark:/12148/bd6t51174155w,https://gallica.bnf.fr/ark:/12148/bd6t51174155w.texteBrut,ark:/12148/bd6t51174155w,1939-07-26
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t511741569,02 août 1939,https://gallica.bnf.fr/ark:/12148/bd6t511741569,https://gallica.bnf.fr/ark:/12148/bd6t511741569.texteBrut,ark:/12148/bd6t511741569,1939-08-02
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t51174157q,09 août 1939,https://gallica.bnf.fr/ark:/12148/bd6t51174157q,https://gallica.bnf.fr/ark:/12148/bd6t51174157q.texteBrut,ark:/12148/bd6t51174157q,1939-08-09
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t511741584,16 août 1939,https://gallica.bnf.fr/ark:/12148/bd6t511741584,https://gallica.bnf.fr/ark:/12148/bd6t511741584.texteBrut,ark:/12148/bd6t511741584,1939-08-16
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t51174159j,23 août 1939,https://gallica.bnf.fr/ark:/12148/bd6t51174159j,https://gallica.bnf.fr/ark:/12148/bd6t51174159j.texteBrut,ark:/12148/bd6t51174159j,1939-08-23
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t511741606,30 août 1939,https://gallica.bnf.fr/ark:/12148/bd6t511741606,https://gallica.bnf.fr/ark:/12148/bd6t511741606.texteBrut,ark:/12148/bd6t511741606,1939-08-30
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t51174161m,06 septembre 1939,https://gallica.bnf.fr/ark:/12148/bd6t51174161m,https://gallica.bnf.fr/ark:/12148/bd6t51174161m.texteBrut,ark:/12148/bd6t51174161m,1939-09-06
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t511741621,27 septembre 1939,https://gallica.bnf.fr/ark:/12148/bd6t511741621,https://gallica.bnf.fr/ark:/12148/bd6t511741621.texteBrut,ark:/12148/bd6t511741621,1939-09-27
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t51174163f,04 octobre 1939,https://gallica.bnf.fr/ark:/12148/bd6t51174163f,https://gallica.bnf.fr/ark:/12148/bd6t51174163f.texteBrut,ark:/12148/bd6t51174163f,1939-10-04
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t51174164v,11 octobre 1939,https://gallica.bnf.fr/ark:/12148/bd6t51174164v,https://gallica.bnf.fr/ark:/12148/bd6t51174164v.texteBrut,ark:/12148/bd6t51174164v,1939-10-11
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t511741658,18 octobre 1939,https://gallica.bnf.fr/ark:/12148/bd6t511741658,https://gallica.bnf.fr/ark:/12148/bd6t511741658.texteBrut,ark:/12148/bd6t511741658,1939-10-18
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t51174166p,25 octobre 1939,https://gallica.bnf.fr/ark:/12148/bd6t51174166p,https://gallica.bnf.fr/ark:/12148/bd6t51174166p.texteBrut,ark:/12148/bd6t51174166p,1939-10-25
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t511741673,01 novembre 1939,https://gallica.bnf.fr/ark:/12148/bd6t511741673,https://gallica.bnf.fr/ark:/12148/bd6t511741673.texteBrut,ark:/12148/bd6t511741673,1939-11-01
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t51174168h,15 novembre 1939,https://gallica.bnf.fr/ark:/12148/bd6t51174168h,https://gallica.bnf.fr/ark:/12148/bd6t51174168h.texteBrut,ark:/12148/bd6t51174168h,1939-11-15
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t51174169x,22 novembre 1939,https://gallica.bnf.fr/ark:/12148/bd6t51174169x,https://gallica.bnf.fr/ark:/12148/bd6t51174169x.texteBrut,ark:/12148/bd6t51174169x,1939-11-22
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t51174170k,29 novembre 1939,https://gallica.bnf.fr/ark:/12148/bd6t51174170k,https://gallica.bnf.fr/ark:/12148/bd6t51174170k.texteBrut,ark:/12148/bd6t51174170k,1939-11-29
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t511741710,06 décembre 1939,https://gallica.bnf.fr/ark:/12148/bd6t511741710,https://gallica.bnf.fr/ark:/12148/bd6t511741710.texteBrut,ark:/12148/bd6t511741710,1939-12-06
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t51174172d,13 décembre 1939,https://gallica.bnf.fr/ark:/12148/bd6t51174172d,https://gallica.bnf.fr/ark:/12148/bd6t51174172d.texteBrut,ark:/12148/bd6t51174172d,1939-12-13
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t51174173t,20 décembre 1939,https://gallica.bnf.fr/ark:/12148/bd6t51174173t,https://gallica.bnf.fr/ark:/12148/bd6t51174173t.texteBrut,ark:/12148/bd6t51174173t,1939-12-20
34348401,ark:/12148/cb34440124q/date,ark:/12148/bd6t511741747,27 décembre 1939,https://gallica.bnf.fr/ark:/12148/bd6t511741747,https://gallica.bnf.fr/ark:/12148/bd6t511741747.texteBrut,ark:/12148/bd6t511741747,1939-12-27
34348401,ark:/12148/cb387540898/date,ark:/12148/bpt6k45482468,07 janvier 1927,https://gallica.bnf.fr/ark:/12148/bpt6k45482468,https://gallica.bnf.fr/ark:/12148/bpt6k45482468.texteBrut,ark:/12148/bpt6k45482468,1927-01-07
34348401,ark:/12148/cb387540898/date,ark:/12148/bpt6k4548247p,14 janvier 1927,https://gallica.bnf.fr/ark:/12148/bpt6k4548247p,https://gallica.bnf.fr/ark:/12148/bpt6k4548247p.texteBrut,ark:/12148/bpt6k4548247p,1927-01-14
34348401,ark:/12148/cb387540898/date,ark:/12148/bpt6k45482483,21 janvier 1927,https://gallica.bnf.fr/ark:/12148/bpt6k45482483,https://gallica.bnf.fr/ark:/12148/bpt6k45482483.texteBrut,ark:/12148/bpt6k45482483,1927-01-21
34348401,ark:/12148/cb387540898/date,ark:/12148/bpt6k4548249h,28 janvier 1927,https://gallica.bnf.fr/ark:/12148/bpt6k4548249h,https://gallica.bnf.fr/ark:/12148/bpt6k4548249h.texteBrut,ark:/12148/bpt6k4548249h,1927-01-28
34348401,ark:/12148/cb387540898/date,ark:/12148/bpt6k45482075,11 mars 1927,https://gallica.bnf.fr/ark:/12148/bpt6k45482075,https://gallica.bnf.fr/ark:/12148/bpt6k45482075.texteBrut,ark:/12148/bpt6k45482075,1927-03-11
34348401,ark:/12148/cb387540898/date,ark:/12148/bpt6k4548208k,18 mars 1927,https://gallica.bnf.fr/ark:/12148/bpt6k4548208k,https://gallica.bnf.fr/ark:/12148/bpt6k4548208k.texteBrut,ark:/12148/bpt6k4548208k,1927-03-18
34348401,ark:/12148/cb387540898/date,ark:/12148/bpt6k45482090,25 mars 1927,https://gallica.bnf.fr/ark:/12148/bpt6k45482090,https://gallica.bnf.fr/ark:/12148/bpt6k45482090.texteBrut,ark:/12148/bpt6k45482090,1927-03-25
34348401,ark:/12148/cb387540898/date,ark:/12148/bpt6k4548210n,01 avril 1927,https://gallica.bnf.fr/ark:/12148/bpt6k4548210n,https://gallica.bnf.fr/ark:/12148/bpt6k4548210n.texteBrut,ark:/12148/bpt6k4548210n,1927-04-01
34348401,ark:/12148/cb387540898/date,ark:/12148/bpt6k45482112,09 avril 1927,https://gallica.bnf.fr/ark:/12148/bpt6k45482112,https://gallica.bnf.fr/ark:/12148/bpt6k45482112.texteBrut,ark:/12148/bpt6k45482112,1927-04-09
